evaluations raw_y current_y raw_y_best current_y_best violation penalty n_evals x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14
631 1721355.6550146905 1721423.7550146906 0.2476349361 0.2476349361 8606.9674417401 68.1000000000 157.0000000000 0.012995 0.914806 0.003117 0.641760 0.955304 0.686910 0.949979 0.178944 0.999503 0.592877 0.710266 0.563776 0.765091 0.249870 0.016096
632 0.1187515276 40.3187515276 0.2476349361 0.2476349361 0.1116666667 40.2000000000 158.0000000000 0.173190 0.686020 0.024833 0.965241 0.746789 0.684046 0.773617 0.078446 0.999454 0.423793 0.566785 0.987612 0.855712 0.186860 0.597192
633 0.0763496219 94.6763496219 0.2476349361 0.2476349361 0.2627777778 94.6000000000 159.0000000000 0.047102 0.697712 0.001284 0.767746 0.980596 0.761150 0.999552 0.052020 0.785336 0.997136 0.999306 0.592435 0.453777 0.364238 0.167729
634 3600.0000000000 3653.8000000000 0.2476349361 0.2476349361 18.1494444444 53.8000000000 159.0000000000 0.437172 0.625915 0.184401 0.779702 0.983220 0.618953 0.983391 0.000927 0.692284 0.758722 0.562116 0.764310 0.370671 0.463237 0.166021
635 0.1504903067 54.3504903067 0.2476349361 0.2476349361 0.1505555556 54.2000000000 160.0000000000 0.128832 0.676204 0.173456 0.764684 0.892003 0.993766 0.993718 0.035233 0.998472 0.638257 0.686495 0.568822 0.224226 0.299171 0.168158
636 0.2776524355 51.9776524355 0.2476349361 0.2476349361 0.1436111111 51.7000000000 161.0000000000 0.488243 0.870292 0.000083 0.973270 0.701661 0.970070 0.744524 0.359497 0.824000 0.978571 0.880851 0.990710 0.866492 0.251426 0.575838
637 4800.0000000000 4913.8000000000 0.2476349361 0.2476349361 24.3161111111 113.8000000000 161.0000000000 0.512420 0.918288 0.115256 0.800490 0.983301 0.741172 0.988702 0.124101 0.873600 1.000000 0.865597 0.836330 0.644140 0.002708 0.226551
638 0.0869412070 100.3869412070 0.2476349361 0.2476349361 0.2786111111 100.3000000000 162.0000000000 0.281847 0.920939 0.166176 0.999858 0.874620 0.965224 0.985472 0.092174 0.909507 0.563122 0.743433 0.967623 0.714091 0.042482 0.373320
639 0.5443417087 48.7443417087 0.2476349361 0.2476349361 0.1338888889 48.2000000000 163.0000000000 0.259454 0.959530 0.071055 0.992710 0.502211 0.995749 0.862876 0.118751 0.997389 0.667287 0.654649 0.986678 0.922157 0.211494 0.639822
640 21600.0000000000 21725.6000000000 0.2476349361 0.2476349361 108.3488888889 125.6000000000 163.0000000000 0.012855 0.970223 0.000174 0.979041 0.807533 0.627873 0.800877 0.139605 0.939914 0.999040 0.218872 0.935089 0.608360 0.571494 0.036974
641 6800.0000000000 6861.0000000000 0.2476349361 0.2476349361 34.1694444444 61.0000000000 163.0000000000 0.059684 0.821230 0.404061 0.546276 0.928936 0.885363 0.725208 0.059525 0.952287 0.663336 0.658378 0.982431 0.860932 0.354768 0.395696
642 0.3346840356 66.8346840356 0.2476349361 0.2476349361 0.1847222222 66.5000000000 164.0000000000 0.214996 0.959061 0.004084 0.900559 0.750901 0.999335 0.756461 0.194390 0.995644 0.605642 0.774970 0.868807 0.756847 0.570792 0.589876
643 7375.6355658343 7391.6355658343 0.2476349361 0.2476349361 36.9226222736 16.0000000000 164.0000000000 0.009149 0.880720 0.000026 0.795385 0.670709 0.946470 0.818638 0.219916 0.950970 0.629846 0.910648 0.985730 0.841851 0.716920 0.484192
644 28000.0000000000 28107.3000000000 0.2476349361 0.2476349361 140.2980555556 107.3000000000 164.0000000000 0.626092 0.902741 0.088137 0.998978 0.685933 0.725590 0.947380 0.313269 0.982237 0.937515 0.442324 0.975736 0.677110 0.630609 0.010179
645 5200.0000000000 5220.1000000000 0.2476349361 0.2476349361 26.0558333333 20.1000000000 164.0000000000 0.438348 0.999907 0.000430 0.637673 0.639009 0.992304 0.944979 0.236299 0.999918 0.976819 0.999186 0.807821 0.498117 0.270431 0.692777
646 10400.0000000000 10420.5000000000 0.2476349361 0.2476349361 52.0569444444 20.5000000000 164.0000000000 0.601631 0.802805 0.169131 0.786906 0.284856 0.733323 0.939561 0.031382 0.988594 0.982528 0.699333 0.986899 0.938571 0.591036 0.358620
647 21600.0000000000 21600.0000000000 0.2476349361 0.2476349361 108.0000000000 0.0000000000 164.0000000000 0.113784 0.476142 0.399079 0.970734 0.999955 1.000000 0.604936 0.323995 0.756968 0.479916 0.978414 0.824406 0.853093 0.220045 0.777422
648 4000.0000000000 4019.4000000000 0.2476349361 0.2476349361 20.0538888889 19.4000000000 164.0000000000 0.077628 0.916600 0.276974 0.999950 0.346670 0.663844 0.706438 0.168157 0.570355 0.597055 0.308607 0.499566 0.542565 0.566479 0.274748
649 9411.9856344567 9411.9856344567 0.2476349361 0.2476349361 47.0599281723 0.0000000000 164.0000000000 0.402442 0.988844 0.086753 0.609151 0.439955 0.971002 0.965014 0.366360 0.993448 0.686721 0.921235 0.828609 0.688778 0.169361 0.346729
650 2000.0000000000 2051.0000000000 0.2476349361 0.2476349361 10.1416666667 51.0000000000 164.0000000000 0.033293 0.981903 0.061259 0.973365 0.889391 0.937500 0.968370 0.201150 0.981064 0.552460 0.870265 0.996190 0.828934 0.407241 0.491348
651 6800.0000000000 6800.0000000000 0.2476349361 0.2476349361 34.0000000000 0.0000000000 164.0000000000 0.643367 0.951372 0.082365 0.996343 0.553140 0.735186 0.893376 0.001387 0.994923 0.681857 0.841107 0.944023 0.743066 0.367107 0.401959
652 0.1604492210 83.9604492210 0.2476349361 0.2476349361 0.2327777778 83.8000000000 165.0000000000 0.373093 0.925588 0.019910 0.997386 0.891871 0.884823 0.634998 0.150494 0.999818 0.536477 0.756026 0.990636 0.840748 0.272983 0.698025
653 3846.3092423456 3903.9092423456 0.2476349361 0.2476349361 19.3915462117 57.6000000000 165.0000000000 0.020462 0.963988 0.197735 0.999324 0.730178 0.997952 0.631876 0.000260 0.961208 0.543629 0.774006 0.823857 0.817492 0.343592 0.889577
654 2154.0659228538 2259.4659228538 0.2476349361 0.2476349361 11.0631073920 105.4000000000 165.0000000000 0.286821 0.785095 0.194360 0.903916 0.712305 0.737627 0.897694 0.188385 0.936428 0.539005 0.851529 0.815348 0.649639 0.328627 0.530045
655 1131.3708498985 1201.5708498985 0.2476349361 0.2476349361 5.8518542495 70.2000000000 165.0000000000 0.205727 0.945562 0.002017 0.998674 0.665173 0.797570 0.989973 0.227447 0.996078 0.715768 0.532505 0.956626 0.501660 0.768638 0.568595
656 15247.2948420367 15257.4948420367 0.2476349361 0.2476349361 76.2648075435 10.2000000000 165.0000000000 0.029211 0.744367 0.478393 0.820160 0.779610 0.993616 0.709771 0.001297 0.984923 0.786553 0.015874 0.649676 0.719000 0.347841 0.490982
657 0.6881175636 36.6881175636 0.2476349361 0.2476349361 0.1000000000 36.0000000000 166.0000000000 0.249847 0.873344 0.011359 0.959156 0.408925 0.941563 0.768423 0.187753 0.996844 0.610047 0.678871 0.995874 0.779171 0.357970 0.833277
658 0.1703886606 58.2703886606 0.2476349361 0.2476349361 0.1613888889 58.1000000000 167.0000000000 0.225356 0.721619 0.082115 0.990969 0.685858 0.964764 0.889771 0.127756 0.996638 0.368550 0.690487 0.964864 0.929856 0.463879 0.359943
659 1697.0562748477 1697.0562748477 0.2476349361 0.2476349361 8.4852813742 0.0000000000 167.0000000000 0.262706 0.982172 0.003410 0.972161 0.358397 0.997773 0.549187 0.314085 0.766295 0.533623 0.961103 0.869332 0.702613 0.560866 0.578622
660 0.1022886752 96.8022886752 0.2476349361 0.2476349361 0.2686111111 96.7000000000 168.0000000000 0.476368 0.779343 0.022642 0.998235 0.675038 0.690608 0.638928 0.070465 0.886547 0.657846 0.552673 0.840588 0.987205 0.032124 0.676863
661 17200.0000000000 17200.0000000000 0.2476349361 0.2476349361 86.0000000000 0.0000000000 168.0000000000 0.477937 0.752878 0.384568 0.942264 0.329642 0.909378 0.616408 0.002437 0.995630 0.472765 0.905839 0.928905 0.761246 0.182101 0.681177
662 800.0000000000 889.8000000000 0.2476349361 0.2476349361 4.2494444444 89.8000000000 168.0000000000 0.533522 0.771992 0.000793 0.999749 0.652130 0.646264 0.810499 0.147686 0.978884 0.448034 0.487741 0.910580 0.711371 0.457606 0.828695
663 0.5173279066 27.2173279066 0.2476349361 0.2476349361 0.0741666667 26.7000000000 169.0000000000 0.278823 0.979563 0.060769 0.998903 0.539812 0.949686 0.826957 0.252917 0.946757 0.420281 0.886973 0.995697 0.389281 0.460863 0.400943
664 2.1346466572 2.1346466572 0.2476349361 0.2476349361 0.0000000000 0.0000000000 170.0000000000 0.197843 0.671850 0.196449 0.993631 0.227520 0.907992 0.672977 0.129694 0.841452 0.509797 0.877937 0.846302 0.784801 0.323913 0.336902
665 0.1768490041 26.5768490041 0.2476349361 0.2476349361 0.0733333333 26.4000000000 171.0000000000 0.050469 0.686028 0.002499 0.708072 0.494309 0.755816 0.843929 0.039084 0.975212 0.562406 0.454543 0.963413 0.827452 0.491428 0.645466
666 400.0000000000 493.0000000000 0.2476349361 0.2476349361 2.2583333333 93.0000000000 171.0000000000 0.470537 0.657247 0.046440 0.957909 0.747727 0.764511 0.636372 0.012808 0.967586 0.500355 0.508662 0.991967 0.642351 0.413442 0.532433
667 0.1476929179 43.0476929179 0.2476349361 0.2476349361 0.1191666667 42.9000000000 172.0000000000 0.145856 0.441938 0.029045 0.932725 0.558711 0.984213 0.771331 0.075596 0.812526 0.450213 0.946341 0.974807 0.747143 0.385460 0.604944
668 0.5944359289 59.0944359289 0.2476349361 0.2476349361 0.1625000000 58.5000000000 173.0000000000 0.446158 0.860160 0.003314 0.988947 0.417219 0.954348 0.558872 0.065798 0.884544 0.676454 0.853382 0.953285 0.939721 0.220220 0.902586
669 0.9160826698 31.9160826698 0.2476349361 0.2476349361 0.0861111111 31.0000000000 174.0000000000 0.493406 0.965779 0.000450 0.973630 0.551107 0.839660 0.983448 0.283400 0.885676 0.576219 0.999964 0.995289 0.354210 0.806549 0.288481
670 0.4603411756 0.4603411756 0.2476349361 0.2476349361 0.0000000000 0.0000000000 175.0000000000 0.274955 0.702381 0.120861 0.883218 0.381501 0.994037 0.861740 0.024671 0.931031 0.522082 0.849875 0.999638 0.895367 0.170181 0.817285
671 4664.7615158762 4664.7615158762 0.2476349361 0.2476349361 23.3238075794 0.0000000000 175.0000000000 0.071808 0.987951 0.000006 0.829917 0.156289 0.999406 0.997821 0.147830 0.986338 0.675002 0.733374 0.828525 0.639578 0.508394 0.591469
672 16000.0000000000 16000.0000000000 0.2476349361 0.2476349361 80.0000000000 0.0000000000 175.0000000000 0.558509 0.406758 0.220088 0.959852 0.475690 0.972002 0.965930 0.235840 0.966048 0.524862 0.839117 0.978791 0.455359 0.145756 0.362768
673 10721.4034007931 10721.4034007931 0.2476349361 0.2476349361 53.6070170040 0.0000000000 175.0000000000 0.007206 0.577338 0.054272 0.968300 0.647004 0.998912 0.768808 0.140804 0.736554 0.141371 0.915987 0.700294 0.714411 0.484787 0.390676
674 10400.0000000000 10411.4000000000 0.2476349361 0.2476349361 52.0316666667 11.4000000000 175.0000000000 0.227704 0.879886 0.338139 0.957858 0.528189 0.913644 0.792134 0.286578 0.999965 0.509021 0.829683 0.873453 0.616580 0.220075 0.783662
675 0.5370144089 0.5370144089 0.2476349361 0.2476349361 0.0000000000 0.0000000000 176.0000000000 0.467725 0.863142 0.001758 0.963469 0.445578 0.894143 0.940497 0.022686 0.990608 0.473282 0.514372 0.878871 0.877090 0.534813 0.544921
676 0.8803535121 1.9803535121 0.2476349361 0.2476349361 0.0030555556 1.1000000000 177.0000000000 0.197435 0.742558 0.000302 0.978583 0.221230 0.725728 0.651171 0.005268 0.851901 0.467777 0.849144 0.958813 0.836343 0.432135 0.788080
677 800.0000000000 804.5000000000 0.2476349361 0.2476349361 4.0125000000 4.5000000000 177.0000000000 0.180104 0.694658 0.300267 0.999999 0.643225 0.914820 0.826228 0.009222 0.998331 0.175121 0.512843 0.997688 0.648733 0.167264 0.441507
678 0.1307931887 61.5307931887 0.2476349361 0.2476349361 0.1705555556 61.4000000000 178.0000000000 0.011751 0.381415 0.282511 0.996876 0.613524 0.798058 0.706159 0.103801 0.986454 0.452756 0.745508 0.873083 0.752555 0.368179 0.525753
679 2262.7416997970 2262.7416997970 0.2476349361 0.2476349361 11.3137084990 0.0000000000 178.0000000000 0.137845 0.672896 0.220680 0.832316 0.080570 0.877843 0.790820 0.307346 0.903770 0.555353 0.608408 0.966078 0.990800 0.281073 0.827549
680 0.8300987656 0.8300987656 0.2476349361 0.2476349361 0.0000000000 0.0000000000 179.0000000000 0.289477 0.773671 0.085597 0.978208 0.269632 0.986056 0.913072 0.009593 0.993528 0.747068 0.743611 0.902414 0.928775 0.041847 0.320916
681 0.2833165605 0.2833165605 0.2476349361 0.2476349361 0.0000000000 0.0000000000 180.0000000000 0.173400 0.691127 0.020361 0.928527 0.406523 0.922830 0.932926 0.003026 0.914019 0.623747 0.683540 0.998874 0.786793 0.020061 0.480184
682 400.0000000000 400.0000000000 0.2476349361 0.2476349361 2.0000000000 0.0000000000 180.0000000000 0.383810 0.482167 0.030864 0.736728 0.149703 0.790388 0.959254 0.001254 0.986887 0.396303 0.870882 0.971860 0.999800 0.527900 0.627628
683 1264.9110640674 1264.9110640674 0.2476349361 0.2476349361 6.3245553203 0.0000000000 180.0000000000 0.203310 0.945151 0.005653 0.869958 0.427253 0.995934 0.970551 0.119768 0.896661 0.409624 0.986451 0.858815 0.949357 0.398714 0.625593
684 1.7157529053 1.7157529053 0.2476349361 0.2476349361 0.0000000000 0.0000000000 181.0000000000 0.265701 0.936129 0.003197 0.997242 0.354900 0.939329 0.927347 0.020814 0.871446 0.583781 0.535054 0.935501 0.965313 0.081439 0.522469
685 1.5451974028 17.3451974028 0.2476349361 0.2476349361 0.0438888889 15.8000000000 182.0000000000 0.232639 0.860909 0.013890 0.982578 0.253023 0.743347 0.634236 0.137507 0.673251 0.646937 0.555884 0.592720 0.849892 0.014856 0.549112
686 2000.0000000000 2017.3000000000 0.2476349361 0.2476349361 10.0480555556 17.3000000000 182.0000000000 0.149160 0.239796 0.047033 0.989879 0.266460 0.534224 0.721510 0.103045 0.833948 0.649624 0.603085 0.951094 0.905436 0.052458 0.690985
687 47237.7369290556 47237.7369290556 0.2476349361 0.2476349361 236.1886846453 0.0000000000 182.0000000000 0.211990 0.272175 0.016870 0.780633 0.079029 0.941371 0.875781 0.405943 0.509041 0.339796 0.587237 0.887041 0.902335 0.343985 0.265528
688 5.3546526657 19.1546526657 0.2476349361 0.2476349361 0.0383333333 13.8000000000 183.0000000000 0.170383 0.954269 0.002443 0.935458 0.218432 0.998939 0.849853 0.090760 0.858955 0.854546 0.349848 0.902496 0.756769 0.188178 0.791864
689 1.2610306955 2.2610306955 0.2476349361 0.2476349361 0.0027777778 1.0000000000 184.0000000000 0.143676 0.999610 0.066475 0.993146 0.391341 0.992295 0.779676 0.035244 0.914760 0.646740 0.724768 0.781560 0.640288 0.134905 0.607403
690 21216.6378315169 21216.6378315169 0.2476349361 0.2476349361 106.0831891576 0.0000000000 184.0000000000 0.538934 0.562383 0.252670 0.781079 0.310329 0.999900 0.710089 0.122898 0.804679 0.716397 0.412123 0.999718 0.990409 0.000829 0.954136
691 894.4271909999 947.2271909999 0.2476349361 0.2476349361 4.6188026217 52.8000000000 184.0000000000 0.275629 0.793316 0.014248 0.908885 0.315486 0.795294 0.881063 0.290488 0.994926 0.837477 0.622288 0.999923 0.999519 0.038902 0.532046
692 3.2070194382 3.2070194382 0.2476349361 0.2476349361 0.0000000000 0.0000000000 185.0000000000 0.275517 0.763553 0.063277 0.998113 0.149461 0.892016 0.987632 0.111630 0.997732 0.450037 0.618449 0.995881 0.615076 0.219844 0.417321
693 2016513.1693100447 2016513.1693100447 0.2476349361 0.2476349361 10082.5658465502 0.0000000000 185.0000000000 0.236595 0.955120 0.204205 0.734138 0.002900 0.950826 0.792110 0.079670 0.816687 0.717096 0.616231 0.994791 0.914268 0.055719 0.561907
694 0.2626736870 9.2626736870 0.2476349361 0.2476349361 0.0250000000 9.0000000000 186.0000000000 0.012563 0.689917 0.027590 0.998228 0.576137 0.734660 0.925601 0.007369 0.989234 0.502009 0.629149 0.769065 0.756798 0.427259 0.347809
695 0.3456710433 0.3456710433 0.2476349361 0.2476349361 0.0000000000 0.0000000000 187.0000000000 0.104479 0.897677 0.021729 0.924468 0.687312 0.810706 0.988937 0.005206 0.999725 0.739217 0.234893 0.832706 0.617612 0.181211 0.370416
696 0.1334154071 46.8334154071 0.2476349361 0.2476349361 0.1297222222 46.7000000000 188.0000000000 0.325055 0.646655 0.001511 0.993738 0.570453 0.953677 0.999947 0.075087 0.930098 0.691188 0.486435 0.912132 0.946573 0.027458 0.231540
697 0.8857837628 0.8857837628 0.2476349361 0.2476349361 0.0000000000 0.0000000000 189.0000000000 0.469324 0.996751 0.013051 0.968828 0.518245 0.913262 0.999408 0.070990 0.846283 0.671158 0.647989 0.900434 0.404139 0.183032 0.444519
698 565.6854249492 609.3854249492 0.2476349361 0.2476349361 2.9498160136 43.7000000000 189.0000000000 0.306895 0.958456 0.014221 0.970470 0.204268 0.786097 0.984035 0.175566 0.987163 0.635481 0.365421 0.954032 0.591338 0.418399 0.454545
699 5366.5631459995 5469.3631459995 0.2476349361 0.2476349361 27.1183712856 102.8000000000 189.0000000000 0.065525 0.626293 0.009781 0.954096 0.909419 0.839988 0.922419 0.359715 0.997836 0.524948 0.479751 0.865300 0.598942 0.382464 0.613259
700 0.0895327637 65.1895327637 0.2476349361 0.2476349361 0.1808333333 65.1000000000 190.0000000000 0.108626 0.640625 0.000001 0.984330 0.746823 0.885321 0.980295 0.065761 0.955634 0.697810 0.353363 0.869960 0.838592 0.057114 0.000026
701 0.5111105658 21.3111105658 0.2476349361 0.2476349361 0.0577777778 20.8000000000 191.0000000000 0.218969 0.945969 0.001196 0.920036 0.588064 0.903762 0.899738 0.083949 0.892375 0.713645 0.640279 0.979324 0.662464 0.074169 0.557770
702 0.5157488448 2.5157488448 0.2476349361 0.2476349361 0.0055555556 2.0000000000 192.0000000000 0.102220 0.999974 0.133768 0.997309 0.484954 0.962697 0.914250 0.083483 0.973710 0.417076 0.606331 0.750595 0.463797 0.036523 0.513751
703 0.7388956359 32.6388956359 0.2476349361 0.2476349361 0.0886111111 31.9000000000 193.0000000000 0.247829 0.995682 0.013228 0.673178 0.540048 0.761640 0.911261 0.123706 0.943601 0.478585 0.372106 0.849582 0.572709 0.556343 0.593826
704 0.2657397474 37.8657397474 0.2476349361 0.2476349361 0.1044444444 37.6000000000 194.0000000000 0.282977 0.806178 0.175730 0.968100 0.472186 0.785706 0.624698 0.178126 0.954974 0.394245 0.643094 0.886722 0.985532 0.143815 0.573416
705 0.2084976632 36.8084976632 0.2476349361 0.2476349361 0.1016666667 36.6000000000 195.0000000000 0.203160 0.838646 0.020120 0.618445 0.676345 0.978219 0.733232 0.006724 0.996833 0.607163 0.420291 0.763469 0.753808 0.184464 0.578581
706 400.0000000000 451.7000000000 0.2476349361 0.2476349361 2.1436111111 51.7000000000 195.0000000000 0.380961 0.880482 0.217621 0.917202 0.537610 0.994684 0.844618 0.156905 0.980508 0.634997 0.443288 0.991256 0.810699 0.388946 0.477581
707 1.0815409583 1.0815409583 0.2476349361 0.2476349361 0.0000000000 0.0000000000 196.0000000000 0.037817 0.913624 0.002540 0.895697 0.375394 0.933779 0.988377 0.099312 0.998976 0.422919 0.505871 1.000000 0.667938 0.340652 0.659852
708 800.0000000000 805.7000000000 0.2476349361 0.2476349361 4.0158333333 5.7000000000 196.0000000000 0.256065 0.981319 0.229307 0.815010 0.457572 0.999913 0.900678 0.198226 0.914052 0.343455 0.458878 0.798618 0.808728 0.212401 0.181406
709 0.3657342809 0.3657342809 0.2476349361 0.2476349361 0.0000000000 0.0000000000 197.0000000000 0.356494 0.995703 0.015617 0.993518 0.747086 0.993580 0.884129 0.001532 0.982001 0.411976 0.984482 0.995805 0.547297 0.185439 0.665405
710 0.7925492741 0.7925492741 0.2476349361 0.2476349361 0.0000000000 0.0000000000 198.0000000000 0.035402 0.878052 0.035647 0.987400 0.738253 0.994687 0.998570 0.008401 0.991456 0.304162 0.876085 0.849808 0.581281 0.066000 0.526523
711 0.9691611750 0.9691611750 0.2476349361 0.2476349361 0.0000000000 0.0000000000 199.0000000000 0.299575 0.998057 0.034467 0.885333 0.460162 0.889829 0.809319 0.004012 0.957704 0.560563 0.716301 0.828170 0.642672 0.315808 0.637563
712 1200.0000000000 1208.4000000000 0.2476349361 0.2476349361 6.0233333333 8.4000000000 199.0000000000 0.460471 0.916252 0.021607 0.994777 0.337757 0.810839 0.965928 0.319998 0.796190 0.521462 0.726548 0.995541 0.729938 0.031324 0.875212
713 14.4233023522 14.4233023522 0.2476349361 0.2476349361 0.0000000000 0.0000000000 200.0000000000 0.306906 0.967387 0.067653 0.724344 0.121388 0.997645 0.976252 0.000043 0.998550 0.742301 0.810346 0.999904 0.562771 0.015520 0.597622
714 0.1654000444 87.1654000444 0.2476349361 0.2476349361 0.2416666667 87.0000000000 201.0000000000 0.169664 0.767753 0.034075 0.948284 0.683026 0.827252 0.840949 0.154997 0.981332 0.698862 0.651856 0.962398 0.241865 0.022253 0.255912
715 2262.7416997970 2262.7416997970 0.2476349361 0.2476349361 11.3137084990 0.0000000000 201.0000000000 0.218797 0.976046 0.031514 0.911285 0.577741 0.970685 0.897910 0.215600 0.688851 0.546893 0.547139 0.815876 0.700275 0.043180 0.579914
716 0.1546876235 17.9546876235 0.2476349361 0.2476349361 0.0494444444 17.8000000000 202.0000000000 0.258053 0.663572 0.031141 0.989201 0.519051 0.895640 0.971504 0.030732 0.856333 0.731995 0.641801 0.769467 0.508025 0.000411 0.262082
717 6259.6442562694 6259.6442562694 0.2476349361 0.2476349361 31.2982212813 0.0000000000 202.0000000000 0.093611 0.731761 0.025660 0.905936 0.435530 0.943791 0.810782 0.114843 0.999401 0.117455 0.522982 0.873288 0.530734 0.150075 0.564482
718 0.3451287918 44.9451287918 0.2476349361 0.2476349361 0.1238888889 44.6000000000 203.0000000000 0.254756 0.923875 0.021209 0.924602 0.648693 0.947605 0.908621 0.093950 0.993390 0.709285 0.619790 0.895999 0.572311 0.215816 0.552687
719 0.4909104919 0.4909104919 0.2476349361 0.2476349361 0.0000000000 0.0000000000 204.0000000000 0.414434 0.996810 0.069799 0.991842 0.441858 0.993377 0.981513 0.003326 0.666656 0.750052 0.468901 0.721615 0.329862 0.131215 0.419055
720 0.1866244082 63.2866244082 0.2476349361 0.2476349361 0.1752777778 63.1000000000 205.0000000000 0.401684 0.954153 0.151718 0.999894 0.565212 0.999869 0.890393 0.308181 0.628334 0.211480 0.560812 0.786930 0.458162 0.476751 0.740934
721 1264.9110640674 1274.1110640674 0.2476349361 0.2476349361 6.3501108759 9.2000000000 205.0000000000 0.111207 0.854534 0.159529 0.998577 0.431268 0.998733 0.797568 0.053504 0.786789 0.566531 0.803333 0.886479 0.261863 0.157927 0.901856
722 0.8250547255 16.6250547255 0.2476349361 0.2476349361 0.0438888889 15.8000000000 206.0000000000 0.292833 0.978830 0.020524 0.976510 0.530670 0.995567 0.880005 0.088973 0.999962 0.258116 0.926373 0.985461 0.449484 0.525751 0.630725
723 0.8106069252 9.4106069252 0.2476349361 0.2476349361 0.0238888889 8.6000000000 207.0000000000 0.285247 0.881775 0.080545 0.888133 0.369888 0.986109 0.998215 0.007004 0.964604 0.468509 0.946602 0.972096 0.637183 0.589729 0.743501
724 2.3010228015 2.3010228015 0.2476349361 0.2476349361 0.0000000000 0.0000000000 208.0000000000 0.207134 0.977491 0.023755 0.865480 0.361223 0.941212 0.896996 0.092611 0.826640 0.310357 0.645123 0.841957 0.476378 0.200226 0.704125
725 1.1700025867 1.1700025867 0.2476349361 0.2476349361 0.0000000000 0.0000000000 209.0000000000 0.268079 0.995452 0.000487 0.978613 0.524787 0.861332 0.815295 0.001919 0.971798 0.340120 0.927043 0.861174 0.563506 0.000209 0.683837
726 0.6763570351 11.3763570351 0.2476349361 0.2476349361 0.0297222222 10.7000000000 210.0000000000 0.119356 0.995916 0.000262 0.971202 0.633101 0.999518 0.813917 0.028484 0.979824 0.749024 0.717658 0.699363 0.591707 0.024881 0.753953
727 0.7369955035 0.7369955035 0.2476349361 0.2476349361 0.0000000000 0.0000000000 211.0000000000 0.410524 0.897717 0.008075 0.961760 0.417862 0.990376 0.940754 0.005616 0.980468 0.655220 0.666236 0.998433 0.633080 0.201271 0.890897
728 0.7887186750 0.7887186750 0.2476349361 0.2476349361 0.0000000000 0.0000000000 212.0000000000 0.368991 0.908340 0.043270 0.997330 0.406036 0.999909 0.974732 0.000628 0.971125 0.414647 0.924405 0.856407 0.402937 0.306172 0.526925
729 0.1294033829 39.1294033829 0.2476349361 0.2476349361 0.1083333333 39.0000000000 213.0000000000 0.410218 0.666720 0.013103 0.999686 0.570112 0.940885 0.960971 0.051133 0.824592 0.563828 0.832482 0.871416 0.319463 0.262078 0.274787
730 0.4932430513 27.3932430513 0.2476349361 0.2476349361 0.0747222222 26.9000000000 214.0000000000 0.333487 0.796484 0.016294 0.910296 0.333280 0.900566 0.958363 0.116497 0.970448 0.374084 0.832256 0.936369 0.545835 0.379564 0.750603
731 0.4957172657 0.4957172657 0.2476349361 0.2476349361 0.0000000000 0.0000000000 215.0000000000 0.465403 0.977356 0.000004 0.992538 0.702525 0.999405 0.991799 0.000873 0.939777 0.374887 0.992799 0.959502 0.696552 0.017063 0.669202
732 0.1698541487 52.2698541487 0.2476349361 0.2476349361 0.1447222222 52.1000000000 216.0000000000 0.355775 0.998309 0.083389 0.987913 0.773855 0.904876 0.950403 0.001379 0.940716 0.704374 0.695148 0.822135 0.286042 0.096914 0.720609
733 0.1810742576 10.5810742576 0.2476349361 0.2476349361 0.0288888889 10.4000000000 217.0000000000 0.332884 0.829977 0.011439 0.998975 0.746074 0.940923 0.913410 0.018915 0.934841 0.270691 0.956068 0.967581 0.520254 0.002640 0.662260
734 0.7980167838 0.7980167838 0.2476349361 0.2476349361 0.0000000000 0.0000000000 218.0000000000 0.495920 0.942082 0.000647 0.997315 0.548620 0.997659 0.993245 0.243440 0.971739 0.392522 0.954170 0.995254 0.462116 0.327805 0.645684
735 0.2981912537 0.2981912537 0.2476349361 0.2476349361 0.0000000000 0.0000000000 219.0000000000 0.121777 0.809644 0.002092 0.987170 0.564280 0.965915 0.859331 0.022747 0.925211 0.364834 0.846226 0.836219 0.673402 0.007428 0.567133
736 0.1808566931 7.4808566931 0.2476349361 0.2476349361 0.0202777778 7.3000000000 220.0000000000 0.343152 0.804457 0.033416 0.990928 0.680975 0.999252 0.999822 0.011343 0.925926 0.557193 0.943193 0.824778 0.666121 0.036168 0.642463
737 800.0000000000 800.0000000000 0.2476349361 0.2476349361 4.0000000000 0.0000000000 220.0000000000 0.337047 0.971024 0.012741 0.993865 0.644608 0.985991 0.844553 0.030793 0.978619 0.172349 0.857220 0.980086 0.651418 0.036099 0.879345
738 400.0000000000 418.9000000000 0.2476349361 0.2476349361 2.0525000000 18.9000000000 220.0000000000 0.284068 0.888470 0.014670 0.751667 0.502310 0.993613 0.999269 0.152706 0.955669 0.560924 0.930278 0.914266 0.533813 0.277371 0.696443
739 0.9131802682 0.9131802682 0.2476349361 0.2476349361 0.0000000000 0.0000000000 221.0000000000 0.373421 0.999166 0.001146 0.975348 0.550697 0.874615 0.952267 0.001480 0.938342 0.642439 0.745416 0.908374 0.490573 0.274413 0.764365
